Name,sleeper_id,Pos,Team,exp,bd,age,espn_id,clean_name,Bye,ESPN,ECR,ADP,Yahoo,Sleeper,Rank
Jahwan Edwards,2581,RB,FA,10,1992-07-27,33.1,NA,NA,,999,999,999,999,999.0,1116
Daikiel Shorts,4544,WR,FA,5,1994-10-06,30.9,NA,NA,,999,999,999,999,999.0,1117
LeShun Daniels,4418,RB,FA,5,1995-06-04,30.2,NA,NA,,999,999,999,999,999.0,1118
Christian Wade,6196,RB,FA,3,1991-05-15,34.3,NA,NA,,999,999,999,999,999.0,1119
Chris Evans,7794,RB,FA,4,1997-10-05,27.9,4046530,chris evans,,999,999,999,999,999.0,1120
Jermaine Gresham,530,TE,FA,12,1988-06-16,37.2,NA,NA,,999,999,999,999,999.0,1121
Roddy White,4,WR,FA,15,1981-11-02,43.8,NA,NA,,999,999,999,999,999.0,1122
Andrew Beck,6323,RB,NYJ,6,1996-05-15,29.3,3125107,andrew beck,9,999,999,999,999,999.0,1123
Kadarius Toney,7606,WR,FA,3,1999-01-27,26.6,4240600,kadarius toney,,999,999,999,999,999.0,1124
Quez Watkins,6927,WR,FA,5,1998-06-09,27.2,4050373,quez watkins,,999,999,999,999,999.0,1125
Quinton Patton,1589,WR,FA,7,1990-08-09,35.1,NA,NA,,999,999,999,999,999.0,1126
Malcom Floyd,316,WR,FA,16,1981-09-08,44.0,NA,NA,,999,999,999,999,999.0,1127
Sione Houma,3615,RB,FA,9,1994-06-21,31.2,NA,NA,,999,999,999,999,999.0,1128
Anthony Boone,2561,QB,FA,0,1991-10-29,33.8,NA,NA,,999,999,999,999,999.0,1129
Antwaan Randle El,226,WR,FA,9,1979-08-17,46.0,NA,NA,,999,999,999,999,999.0,1130
Jaden Smith,13246,WR,FA,0,,,NA,NA,,999,999,999,999,999.0,1131
Adrian Coxson,2929,WR,FA,10,1991-08-14,34.1,NA,NA,,999,999,999,999,999.0,1132
Ryan Williams,974,RB,FA,2,1990-04-09,35.4,NA,NA,,999,999,999,999,999.0,1133
Marquis Young,6742,RB,FA,3,1995-02-11,30.6,NA,NA,,999,999,999,999,999.0,1134
Derrick Deese,8245,TE,FA,2,1998-08-19,27.0,NA,NA,,999,999,999,999,999.0,1135
Davis Webb,4061,QB,FA,6,1995-01-22,30.6,NA,NA,,999,999,999,999,999.0,1136
Stephen Sullivan,6970,TE,FA,5,1996-11-28,28.8,4035426,stephen sullivan,,999,999,999,999,999.0,1137
Alfred Blue,1944,RB,FA,8,1991-04-27,34.3,NA,NA,,999,999,999,999,999.0,1138
Corey Taylor,8092,RB,FA,1,1997-07-04,28.2,NA,NA,,999,999,999,999,999.0,1139
Darnell Holland,6259,RB,FA,3,1996-11-06,28.8,NA,NA,,999,999,999,999,999.0,1140
Brenden Bates,12374,TE,CLE,1,1999-10-17,25.9,4362603,brenden bates,9,999,999,999,999,999.0,1141
Ernst Brun,2957,TE,FA,10,1990-12-04,34.7,NA,NA,,999,999,999,999,999.0,1142
Jalin Conyers,12866,TE,MIA,0,2001-07-26,24.1,NA,NA,12,999,999,999,999,999.0,1143
Charles Johnson,37,DE,FA,13,1986-07-10,39.1,NA,NA,,999,999,999,999,999.0,1144
Lucky Whitehead,2789,WR,FA,5,1992-06-02,33.2,NA,NA,,999,999,999,999,999.0,1145
T.J. Linta,6522,QB,FA,3,,,NA,NA,,999,999,999,999,999.0,1146
Brandon Bolden,1034,RB,FA,12,1990-01-26,35.6,15478,brandon bolden,,999,999,999,999,999.0,1147
Nick Rose,3673,K,FA,6,1994-05-05,31.3,NA,NA,,999,999,999,999,999.0,1148
C.J. Germany,4798,WR,FA,5,,,NA,NA,,999,999,999,999,999.0,1149
A.J. Derby,2503,TE,FA,7,1991-09-20,34.0,NA,NA,,999,999,999,999,999.0,1150
John Conner,520,FB,FA,10,1987-06-08,38.2,NA,NA,,999,999,999,999,999.0,1151
Connor Jessop,5808,QB,FA,4,,,NA,NA,,999,999,999,999,999.0,1152
Giovanni Ricci,7216,FB,FA,5,1996-10-16,28.9,3916749,giovanni ricci,,999,999,999,999,999.0,1153
Dontez Byrd,5242,WR,FA,4,1995-08-09,30.1,NA,NA,,999,999,999,999,999.0,1154
Ryan Otten,1664,TE,FA,1,1990-04-07,35.4,NA,NA,,999,999,999,999,999.0,1155
Clayton Echard,3924,TE,FA,0,1993-04-29,32.3,NA,NA,,999,999,999,999,999.0,1156
Tre'Quan Smith,5026,WR,FA,6,1996-01-07,29.7,3128451,trequan smith,,999,999,999,999,999.0,1157
Gary Jennings,6045,WR,FA,4,1997-03-07,28.5,NA,NA,,999,999,999,999,999.0,1158
Jamari Staples,4821,WR,FA,5,1994-09-10,31.0,NA,NA,,999,999,999,999,999.0,1159
Wes Welker,177,WR,FA,16,1981-05-01,44.3,NA,NA,,999,999,999,999,999.0,1160
Fitzgerald Toussaint,2282,RB,FA,6,1990-05-04,35.3,NA,NA,,999,999,999,999,999.0,1161
Ray Agnew,1899,FB,FA,1,1993-05-17,32.3,NA,NA,,999,999,999,999,999.0,1162
Matt Jones,2400,RB,FA,5,1993-03-07,32.5,NA,NA,,999,999,999,999,999.0,1163
Brandon Barden,1317,TE,FA,2,1989-03-15,36.5,NA,NA,,999,999,999,999,999.0,1164
Isaiah Pead,1206,RB,FA,8,1989-12-14,35.7,NA,NA,,999,999,999,999,999.0,1165
Tory Carter,7852,FB,FA,1,1999-03-16,26.5,NA,NA,,999,999,999,999,999.0,1166
Gavin Holmes,11478,WR,FA,1,1998-09-29,26.9,NA,NA,,999,999,999,999,999.0,1167
Trevon Clark,8549,WR,FA,1,1999-09-27,25.9,NA,NA,,999,999,999,999,999.0,1168
Steven Sims,6402,WR,FA,6,1997-03-31,28.4,3917960,steven sims,,999,999,999,999,999.0,1169
Ryan Mueller,2658,FB,FA,10,1991-04-30,34.3,NA,NA,,999,999,999,999,999.0,1170
Ko Kieft,8484,TE,TB,3,1998-01-20,27.6,4034779,ko kieft,9,999,999,999,999,999.0,1171
Dai'Jean Dixon,8213,WR,FA,2,1998-10-16,26.9,NA,NA,,999,999,999,999,999.0,1172
Tyjon Lindsey,11226,WR,FA,1,1999-01-07,26.7,NA,NA,,999,999,999,999,999.0,1173
Vance McDonald,1587,TE,FA,9,1990-06-13,35.2,NA,NA,,999,999,999,999,999.0,1174
Michael Burton,2471,FB,DEN,10,1992-02-01,33.6,2515270,michael burton,12,999,999,999,999,999.0,1175
Paul Quessenberry,7499,TE,FA,2,1992-01-08,33.6,NA,NA,,999,999,999,999,999.0,1176
Lew Nichols,9510,RB,PIT,2,2001-08-16,24.0,4428119,lew nichols,5,999,999,999,999,999.0,1177
Cedric Benson,6738,RB,FA,0,1982-12-28,42.7,NA,NA,,999,999,999,999,999.0,1178
Derrius Guice,4949,RB,FA,4,1997-06-21,28.2,NA,NA,,999,999,999,999,999.0,1179
Juron Criner,1137,WR,FA,2,1989-12-12,35.7,NA,NA,,999,999,999,999,999.0,1180
Trevor Graham,1045,WR,FA,8,1989-07-27,36.1,NA,NA,,999,999,999,999,999.0,1181
Jahdae Walker,13079,WR,CHI,0,,,5160110,jahdae walker,5,999,999,999,999,999.0,1182
Jalen Wydermyer,8115,TE,FA,1,2000-12-20,24.7,4428952,jalen wydermyer,,999,999,999,999,999.0,1183
Trevion Thompson,6248,WR,FA,3,1995-11-14,29.8,NA,NA,,999,999,999,999,999.0,1184
Thomas Duarte,3386,TE,FA,6,1995-03-30,30.4,NA,NA,,999,999,999,999,999.0,1185
Darrius Heyward-Bey,394,WR,FA,13,1987-02-26,38.5,NA,NA,,999,999,999,999,999.0,1186
Donteea Dye,2824,WR,FA,5,1993-08-20,32.0,NA,NA,,999,999,999,999,999.0,1187
Gabe Marks,4508,WR,FA,5,1994-08-06,31.1,NA,NA,,999,999,999,999,999.0,1188
Landon Parker,12820,WR,FA,0,1999-09-02,26.0,NA,NA,,999,999,999,999,999.0,1189
David Durden,11505,WR,FA,1,1998-12-26,26.7,NA,NA,,999,999,999,999,999.0,1190
Justin Manton,2911,K,FA,10,1992-06-28,33.2,NA,NA,,999,999,999,999,999.0,1191
Courtney Roby,195,WR,FA,8,1983-01-10,42.6,NA,NA,,999,999,999,999,999.0,1192
Maurice Harris,3650,WR,FA,6,1992-11-11,32.8,NA,NA,,999,999,999,999,999.0,1193
Matt LaCosse,2944,TE,NE,7,1992-09-21,32.9,NA,NA,14,999,999,999,999,999.0,1194
Matt Lengel,3036,TE,FA,7,1990-12-27,34.7,NA,NA,,999,999,999,999,999.0,1195
Manny Wilkins,6343,QB,FA,3,1995-11-05,29.8,NA,NA,,999,999,999,999,999.0,1196
Steven Mitchell,5132,WR,FA,4,1994-05-02,31.3,NA,NA,,999,999,999,999,999.0,1197
Dominick Wood-Anderson,6993,TE,FA,2,1998-02-09,27.6,NA,NA,,999,999,999,999,999.0,1198
Vincent Jackson,128,WR,FA,15,1983-01-14,42.6,NA,NA,,999,999,999,999,999.0,1199
Brian Lewerke,7008,QB,FA,2,1996-10-24,28.9,NA,NA,,999,999,999,999,999.0,1200
Malik Earl,5169,WR,FA,4,1996-03-08,29.5,NA,NA,,999,999,999,999,999.0,1201
Austin Reed,11931,QB,FA,1,2000-02-22,25.5,NA,NA,,999,999,999,999,999.0,1202
Jaelon Darden,7713,WR,FA,4,1999-01-14,26.6,4243830,jaelon darden,,999,999,999,999,999.0,1203
Dakereon Joyner,12333,WR,FA,1,2000-05-24,25.3,NA,NA,,999,999,999,999,999.0,1204
Levonte Whitfield,4784,WR,FA,0,,,NA,NA,,999,999,999,999,999.0,1205
Silas Redd,2100,RB,FA,3,1992-03-01,33.5,NA,NA,,999,999,999,999,999.0,1206
Troy Fumagalli,5092,TE,FA,6,1995-02-17,30.5,NA,NA,,999,999,999,999,999.0,1207
Derek Carrier,1718,TE,FA,10,1990-07-25,35.1,NA,NA,,999,999,999,999,999.0,1208
Ben Roberts,3873,WR,FA,0,1992-09-07,33.0,NA,NA,,999,999,999,999,999.0,1209
Travon McMillian,6236,RB,FA,3,1996-02-05,29.6,NA,NA,,999,999,999,999,999.0,1210
Travis Koontz,8905,TE,FA,1,,,NA,NA,,999,999,999,999,999.0,1211
Peter LeBlanc,12373,WR,FA,1,2001-04-12,24.4,NA,NA,,999,999,999,999,999.0,1212
Eddie Royal,297,WR,FA,12,1986-05-21,39.3,NA,NA,,999,999,999,999,999.0,1213
Jesse James,2463,TE,FA,8,1994-06-04,31.2,NA,NA,,999,999,999,999,999.0,1214
Justin Thomas,4723,WR,FA,0,1991-09-15,34.0,NA,NA,,999,999,999,999,999.0,1215
Riley Sharp,12250,TE,FA,1,1997-11-07,27.8,NA,NA,,999,999,999,999,999.0,1216
Andy Phillips,4555,K,FA,5,1989-05-18,36.3,NA,NA,,999,999,999,999,999.0,1217
Marken Michel,3568,WR,FA,7,1993-07-06,32.2,NA,NA,,999,999,999,999,999.0,1218
James Looney,5322,TE,FA,4,1995-05-15,30.3,NA,NA,,999,999,999,999,999.0,1219
Jared Scott,8878,TE,FA,2,1999-05-10,26.3,NA,NA,,999,999,999,999,999.0,1220
Shelton Gibson,4214,WR,FA,5,1994-03-20,31.5,NA,NA,,999,999,999,999,999.0,1221
David Johnson,2391,RB,FA,8,1991-12-16,33.7,NA,NA,,999,999,999,999,999.0,1222
Darrynton Evans,7064,RB,FA,5,1998-07-09,27.1,4036431,darrynton evans,,999,999,999,999,999.0,1223
Matt Cassel,389,QB,FA,17,1982-05-17,43.3,NA,NA,,999,999,999,999,999.0,1224
Xavier Jones,7088,RB,FA,2,1997-08-24,28.0,NA,NA,,999,999,999,999,999.0,1225
Avius Capers,3007,WR,FA,1,1992-05-30,33.3,NA,NA,,999,999,999,999,999.0,1226
Harvey Binford,3920,WR,FA,6,1991-01-20,34.6,NA,NA,,999,999,999,999,999.0,1227
Paul Lasike,2835,RB,FA,7,1990-06-18,35.2,NA,NA,,999,999,999,999,999.0,1228
Austin Jones,11947,RB,FA,1,2001-02-07,24.6,NA,NA,,999,999,999,999,999.0,1229
Tarvaris Jackson,154,QB,FA,14,1983-04-21,42.4,NA,NA,,999,999,999,999,999.0,1230
Andre Williams,2088,RB,FA,6,1992-08-28,33.0,NA,NA,,999,999,999,999,999.0,1231
Gio Pascascio,4710,WR,FA,5,1994-11-10,30.8,NA,NA,,999,999,999,999,999.0,1232
Cierre Wood,1682,RB,FA,7,1991-02-21,34.5,NA,NA,,999,999,999,999,999.0,1233
Tony Moeaki,565,TE,FA,10,1987-06-08,38.2,NA,NA,,999,999,999,999,999.0,1234
Colin Kaepernick,980,QB,FA,11,1987-11-03,37.8,NA,NA,,999,999,999,999,999.0,1235
J.D. McKissic,3664,RB,FA,7,1993-08-15,32.0,NA,NA,,999,999,999,999,999.0,1236
Cole Murphy,6193,K,FA,3,,,NA,NA,,999,999,999,999,999.0,1237
Alex Kessman,7933,K,CAR,1,1998-01-02,27.7,NA,NA,14,999,999,999,999,999.0,1238
C.J. Beathard,4127,QB,FA,8,1993-11-16,31.8,2979520,cj beathard,,999,999,999,999,999.0,1239
J.J. Jones,12913,WR,FA,0,,,NA,NA,,999,999,999,999,999.0,1240
Brandon LaFell,613,WR,FA,12,1986-11-04,38.8,NA,NA,,999,999,999,999,999.0,1241
Darrel Young,682,FB,FA,11,1987-04-08,38.4,NA,NA,,999,999,999,999,999.0,1242
Jimmy Clausen,611,QB,FA,10,1987-09-21,37.9,NA,NA,,999,999,999,999,999.0,1243
Jared Cook,367,TE,FA,13,1987-04-07,38.4,NA,NA,,999,999,999,999,999.0,1244
I'Tavius Mathers,4630,RB,FA,5,1993-11-19,31.8,NA,NA,,999,999,999,999,999.0,1245
Ethan Wolf,5196,TE,FA,4,1995-11-07,29.8,NA,NA,,999,999,999,999,999.0,1246
Cameron Marshall,1650,RB,FA,1,1991-10-14,33.9,NA,NA,,999,999,999,999,999.0,1247
Kaden Smith,6146,TE,FA,4,1997-04-24,28.4,NA,NA,,999,999,999,999,999.0,1248
Greg Orton,1763,WR,FA,1,1986-12-17,38.7,NA,NA,,999,999,999,999,999.0,1249
Ryan Becker,7162,TE,FA,2,1997-12-23,27.7,NA,NA,,999,999,999,999,999.0,1250
Kahlil Lewis,6358,WR,FA,3,1997-08-31,28.0,NA,NA,,999,999,999,999,999.0,1251
Marshaun Coprich,3531,RB,FA,9,1994-08-10,31.1,NA,NA,,999,999,999,999,999.0,1252
RJ Mobley,12276,WR,FA,1,,,NA,NA,,999,999,999,999,999.0,1253
Ito Smith,5004,RB,DAL,4,1995-09-11,30.0,NA,NA,10,999,999,999,999,999.0,1254
Rushel Shell,4923,RB,FA,5,1993-09-07,32.0,NA,NA,,999,999,999,999,999.0,1255
Jabari Small,12356,RB,FA,1,2001-01-31,24.6,NA,NA,,999,999,999,999,999.0,1256
Brett Hundley,2450,QB,FA,8,1993-06-15,32.2,NA,NA,,999,999,999,999,999.0,1257
Josh Rounds,4797,RB,FA,5,1993-10-11,31.9,NA,NA,,999,999,999,999,999.0,1258
Mike Brown,1321,WR,FA,3,1989-02-09,36.6,NA,NA,,999,999,999,999,999.0,1259
Duron Carter,2564,WR,FA,1,1991-03-22,34.4,NA,NA,,999,999,999,999,999.0,1260
Sergio Castillo,7515,K,FA,8,1990-11-01,34.8,NA,NA,,999,999,999,999,999.0,1261
Brandon Marshall,648,WR,FA,16,1984-03-23,41.4,NA,NA,,999,999,999,999,999.0,1262
Chris Ogbonnaya,454,RB,FA,5,1986-05-05,39.3,NA,NA,,999,999,999,999,999.0,1263
Ramiz Ahmed,7105,K,FA,4,1995-07-27,30.1,NA,NA,,999,999,999,999,999.0,1264
Josh Lenz,1505,WR,FA,1,1990-09-22,34.9,NA,NA,,999,999,999,999,999.0,1265
Tra Barnett,7097,RB,FA,0,1997-09-14,28.0,NA,NA,,999,999,999,999,999.0,1266
Larry Pinkard,2769,WR,FA,7,1992-02-25,33.5,NA,NA,,999,999,999,999,999.0,1267
Case Cookus,7376,QB,FA,3,1995-10-06,29.9,NA,NA,,999,999,999,999,999.0,1268
Diontae Spencer,5828,WR,FA,9,1992-03-19,33.5,NA,NA,,999,999,999,999,999.0,1269
Devontae Booker,3209,RB,FA,6,1992-05-27,33.3,NA,NA,,999,999,999,999,999.0,1270
Tyler Snead,8409,WR,FA,1,2000-02-01,25.6,NA,NA,,999,999,999,999,999.0,1271
Hakeem Valles,3612,TE,FA,6,1992-11-23,32.8,NA,NA,,999,999,999,999,999.0,1272
Dustin Hopkins,1348,K,FA,12,1990-10-01,34.9,15965,dustin hopkins,,999,411,450,999,999.0,1273
Deon Butler,456,TE,FA,0,1986-01-04,39.7,NA,NA,,999,999,999,999,999.0,1274
Robert Lewis,12950,WR,FA,0,2002-01-17,23.6,NA,NA,,999,999,999,999,999.0,1275
Rian Lindell,256,K,FA,14,1977-01-20,48.6,NA,NA,,999,999,999,999,999.0,1276
Isaiah Zuber,7458,WR,FA,3,1997-04-15,28.4,NA,NA,,999,999,999,999,999.0,1277
Steve Maneri,716,TE,FA,5,1988-03-20,37.5,NA,NA,,999,999,999,999,999.0,1278
Robert Burns,11060,RB,FA,2,1998-09-25,26.9,NA,NA,,999,999,999,999,999.0,1279
Tyler Mabry,7427,TE,FA,5,1996-11-21,28.8,3916587,tyler mabry,,999,999,999,999,999.0,1280
Casey Washington,11806,WR,ATL,1,2001-03-06,24.5,4428796,casey washington,5,999,999,999,999,999.0,1281
Felton Davis,5941,WR,FA,3,1997-02-25,28.5,NA,NA,,999,999,999,999,999.0,1282
Devine Ozigbo,6068,RB,FA,4,1996-10-02,28.9,3699935,devine ozigbo,,999,999,999,999,999.0,1283
Jake Browning,6111,QB,CIN,6,1996-04-11,29.4,3886812,jake browning,10,999,438,450,999,999.0,1284
Ethan Garbers,12965,QB,FA,0,2002-07-28,23.1,NA,NA,,999,999,999,999,999.0,1285
Clayton Wilson,5733,TE,FA,4,1994-08-01,31.1,NA,NA,,999,999,999,999,999.0,1286
Mason Fine,7102,QB,FA,0,1997-04-19,28.4,NA,NA,,999,999,999,999,999.0,1287
Zach Gentry,6018,TE,FA,5,1996-09-10,29.0,3929924,zach gentry,,999,999,999,999,999.0,1288
Moral Stephens,6586,TE,FA,3,,,NA,NA,,999,999,999,999,999.0,1289
Martez Carter,5138,RB,FA,4,1993-03-08,32.5,NA,NA,,999,999,999,999,999.0,1290
Corey Washington,2252,WR,FA,8,1991-12-29,33.7,NA,NA,,999,999,999,999,999.0,1291
Deion Hankins,13080,RB,CHI,0,2000-09-13,25.0,NA,NA,5,999,999,999,999,999.0,1292
Alshon Jeffery,1149,WR,FA,10,1990-02-14,35.5,NA,NA,,999,999,999,999,999.0,1293
Micah Wright,6663,WR,FA,3,,,NA,NA,,999,999,999,999,999.0,1294
Sam Ehlinger,7583,QB,DEN,4,1998-09-30,26.9,4241820,sam ehlinger,12,999,999,999,999,999.0,1295
Nico Evans,6637,RB,FA,3,1996-05-31,29.3,NA,NA,,999,999,999,999,999.0,1296
Shane Carden,2903,QB,FA,10,1991-11-06,33.8,NA,NA,,999,999,999,999,999.0,1297
Cole Wick,3715,TE,FA,6,1993-11-30,31.8,NA,NA,,999,999,999,999,999.0,1298
J'Mar Smith,7156,QB,FA,2,1996-09-24,28.9,NA,NA,,999,999,999,999,999.0,1299
Jermaine Terry,13129,TE,FA,0,,,NA,NA,,999,999,999,999,999.0,1300
Keon Hatcher,4445,WR,FA,5,1994-09-11,31.0,NA,NA,,999,999,999,999,999.0,1301
Brandon Shippen,3762,WR,FA,6,1994-05-17,31.3,NA,NA,,999,999,999,999,999.0,1302
Barrett Burns,4744,TE,BAL,1,1994-03-16,31.5,NA,NA,7,999,999,999,999,999.0,1303
Chandler Harnish,1109,QB,FA,1,1988-07-28,37.1,NA,NA,,999,999,999,999,999.0,1304
Cameron Batson,5289,WR,FA,4,1995-12-20,29.7,NA,NA,,999,999,999,999,999.0,1305
Johnnie Dixon,6019,WR,FA,3,1994-09-16,31.0,NA,NA,,999,999,999,999,999.0,1306
Tyrell Williams,2583,WR,FA,7,1992-02-12,33.6,NA,NA,,999,999,999,999,999.0,1307
Dominique Davis,1237,QB,FA,1,1989-07-17,36.1,NA,NA,,999,999,999,999,999.0,1308
Erik Krommenhoek,8575,TE,FA,1,,,NA,NA,,999,999,999,999,999.0,1309
Mohamed Sanu,1071,WR,FA,10,1989-08-22,36.0,NA,NA,,999,999,999,999,999.0,1310
DeAngelo Yancey,4200,WR,FA,5,1994-11-18,30.8,NA,NA,,999,999,999,999,999.0,1311
Montario Hunter,3922,WR,FA,0,1991-11-23,33.8,NA,NA,,999,999,999,999,999.0,1312
Jordan Petaia,12549,TE,FA,0,2000-03-14,25.5,NA,NA,,999,999,999,999,999.0,1313
Wes Saxton,2596,TE,FA,5,1993-08-13,32.1,NA,NA,,999,999,999,999,999.0,1314
Jake Powell,6260,TE,FA,3,1996-01-16,29.6,NA,NA,,999,999,999,999,999.0,1315
Jeremiah Haydel,7874,WR,FA,1,1999-03-25,26.4,NA,NA,,999,999,999,999,999.0,1316
James Franklin,2119,QB,FA,0,1991-07-23,34.1,NA,NA,,999,999,999,999,999.0,1317
Adrian Killins,7093,RB,DEN,2,1998-01-02,27.7,NA,NA,12,999,999,999,999,999.0,1318
Latreal Jones,12360,WR,FA,1,1999-01-13,26.6,NA,NA,,999,999,999,999,999.0,1319
Matt Ryan,24,QB,FA,15,1985-05-17,40.3,NA,NA,,999,999,999,999,999.0,1320
Carlos Hyde,2257,RB,FA,8,1990-09-20,34.9,NA,NA,,999,999,999,999,999.0,1321
Jerreth Sterns,8236,WR,FA,1,1999-07-01,26.2,NA,NA,,999,999,999,999,999.0,1322
Kearis Jackson,11099,WR,FA,2,1999-12-09,25.7,4361778,kearis jackson,,999,999,999,999,999.0,1323
Chase Litton,5263,QB,FA,4,1995-10-05,29.9,NA,NA,,999,999,999,999,999.0,1324
JJ Jones,5267,WR,FA,2,1992-12-06,32.7,NA,NA,,999,999,999,999,999.0,1325
Zack Kuntz,9483,TE,FA,2,1999-06-06,26.2,4361417,zack kuntz,,999,999,999,999,999.0,1326
Cade Johnson,7956,WR,FA,3,1998-04-10,27.4,NA,NA,,999,999,999,999,999.0,1327
Redd Douglas,13136,WR,FA,0,,,NA,NA,,999,999,999,999,999.0,1328
Ryan Mallett,810,QB,FA,9,1988-06-05,37.2,NA,NA,,999,999,999,999,999.0,1329
Griffin Hebert,11224,TE,FA,1,1999-04-02,26.4,NA,NA,,999,999,999,999,999.0,1330
Sam Pinckney,12018,WR,FA,1,1999-10-25,25.9,NA,NA,,999,999,999,999,999.0,1331
KhaDarel Hodge,5773,WR,ATL,7,1995-01-03,30.7,3047876,khadarel hodge,5,999,999,999,999,999.0,1332
Des Lawrence,2940,WR,FA,5,1994-11-30,30.8,NA,NA,,999,999,999,999,999.0,1333
Cooper Rush,4574,QB,BAL,8,1993-11-21,31.8,2972515,cooper rush,7,999,446,450,999,999.0,1334
Jim Dray,626,TE,FA,10,1986-12-31,38.7,NA,NA,,999,999,999,999,999.0,1335
Shane Wimann,5663,RB,FA,4,1994-09-09,31.0,NA,NA,,999,999,999,999,999.0,1336
Brandon Silvers,6205,QB,FA,3,1994-05-09,31.3,NA,NA,,999,999,999,999,999.0,1337
John FitzPatrick,8500,TE,GB,3,2000-03-09,25.5,4379401,john fitzpatrick,5,999,999,999,999,999.0,1338
Devin Gray,5244,WR,FA,4,1995-06-15,30.2,NA,NA,,999,999,999,999,999.0,1339
Brad Kaaya,4222,QB,FA,5,1995-09-03,30.0,NA,NA,,999,999,999,999,999.0,1340
Fozzy Whittaker,1709,RB,FA,7,1989-02-02,36.6,NA,NA,,999,999,999,999,999.0,1341
Dallin Holker,11606,TE,FA,1,2000-04-07,25.4,4373634,dallin holker,,999,999,999,999,999.0,1342
Kevin Davidson,7243,QB,FA,2,1997-08-01,28.1,NA,NA,,999,999,999,999,999.0,1343
Michael Ford,1503,RB,FA,2,1990-05-27,35.3,NA,NA,,999,999,999,999,999.0,1344
Brady Quinn,671,QB,FA,7,1984-10-27,40.8,NA,NA,,999,999,999,999,999.0,1345
Andrew Peasley,12270,QB,FA,1,2000-01-06,25.7,NA,NA,,999,999,999,999,999.0,1346
Jamoi Mayes,12753,WR,FA,0,2002-08-23,23.0,NA,NA,,999,999,999,999,999.0,1347
Jerome Washington,6375,TE,FA,3,1994-07-05,31.2,NA,NA,,999,999,999,999,999.0,1348
Zach Sudfeld,1654,TE,FA,3,1989-04-17,36.4,NA,NA,,999,999,999,999,999.0,1349
Ronnie Brown,258,RB,FA,9,1981-12-12,43.7,NA,NA,,999,999,999,999,999.0,1350
Anthony Miller,5013,WR,BAL,7,1994-10-09,30.9,3050487,anthony miller,7,999,999,999,999,999.0,1351
Matthew McGloin,1747,QB,FA,7,1989-12-02,35.7,NA,NA,,999,999,999,999,999.0,1352
Jace Billingsley,3710,WR,FA,6,1993-05-17,32.3,NA,NA,,999,999,999,999,999.0,1353
DaMarkus Lodge,6017,WR,FA,3,1997-05-12,28.3,NA,NA,,999,999,999,999,999.0,1354
Christion Jones,2682,WR,FA,3,1992-12-20,32.7,NA,NA,,999,999,999,999,999.0,1355
Montay Crockett,4377,WR,FA,5,1993-12-11,31.7,NA,NA,,999,999,999,999,999.0,1356
Brenden Knox,7858,RB,FA,1,1998-10-10,26.9,NA,NA,,999,999,999,999,999.0,1357
Richard Rodgers,2146,TE,FA,9,1992-01-22,33.6,NA,NA,,999,999,999,999,999.0,1358
Michael Pratt,11561,QB,FA,1,2001-09-30,23.9,4685039,michael pratt,,999,999,999,999,999.0,1359
Simi Fehoko,7812,WR,ARI,4,1997-11-05,27.8,4360739,simi fehoko,8,999,999,999,999,999.0,1360
Chandler Brayboy,12908,WR,JAC,0,,,4573243,chandler brayboy,8,999,999,999,999,999.0,1361
David Paulson,1091,TE,FA,3,1989-02-22,36.5,NA,NA,,999,999,999,999,999.0,1362
Jason Reese,5217,TE,FA,4,1995-09-09,30.0,NA,NA,,999,999,999,999,999.0,1363
Valentino Ambrosio,12403,K,FA,1,2000-05-13,25.3,NA,NA,,999,999,999,999,999.0,1364
Blake Bortles,1979,QB,NO,8,1992-04-28,33.3,NA,NA,11,999,999,999,999,999.0,1365
DeVier Posey,1104,WR,FA,10,1990-03-15,35.5,NA,NA,,999,999,999,999,999.0,1366
Josh Imatorbhebhe,8008,WR,FA,1,1998-04-12,27.4,NA,NA,,999,999,999,999,999.0,1367
Montrell Washington,8475,WR,FA,3,1999-03-14,26.5,4248822,montrell washington,,999,999,999,999,999.0,1368
Darion Clark,6762,TE,FA,2,1994-04-09,31.4,NA,NA,,999,999,999,999,999.0,1369
Xavier Weaver,11921,WR,ARI,1,2000-10-12,24.9,4428811,xavier weaver,8,999,999,999,999,999.0,1370
Josh Johnson,260,QB,WAS,17,1986-05-15,39.3,4390717,josh johnson,12,999,999,999,999,999.0,1371
Taylor Heinicke,2711,QB,FA,10,1993-03-15,32.5,2565969,taylor heinicke,,999,999,999,999,999.0,1372
Collin Johnson,6857,WR,FA,5,1997-09-23,27.9,4039043,collin johnson,,999,999,999,999,999.0,1373
Vince Young,157,QB,FA,7,1983-05-18,42.3,NA,NA,,999,999,999,999,999.0,1374
Chase Allen,8182,TE,FA,1,1997-07-09,28.1,4035526,chase allen,,999,999,999,999,999.0,1375
Emil Igwenagu,1316,RB,FA,2,1989-03-27,36.4,NA,NA,,999,999,999,999,999.0,1376
Tarik Cohen,4157,RB,FA,7,1995-07-26,30.1,NA,NA,,999,999,999,999,999.0,1377
Bruce Ellington,2255,WR,FA,8,1991-08-22,34.0,NA,NA,,999,999,999,999,999.0,1378
Bennie Fowler,2003,WR,FA,8,1991-06-10,34.2,NA,NA,,999,999,999,999,999.0,1379
