Name,sleeper_id,Pos,Team,exp,bd,age,espn_id,clean_name,Bye,ESPN,ECR,ADP,Yahoo,Sleeper,Rank
Chris Lacy,5661,WR,FA,5,1996-01-28,29.6,NA,NA,,999,999,999,999,999.0,3300
Hale Hentges,6439,TE,FA,3,1996-08-19,29.0,NA,NA,,999,999,999,999,999.0,3301
Jerome Smith,2177,RB,FA,1,1991-04-06,34.4,NA,NA,,999,999,999,999,999.0,3302
Erik Ezukanma,8114,WR,JAC,3,2000-01-25,25.6,4362186,erik ezukanma,8,999,999,999,999,999.0,3303
Geronimo Allison,3503,WR,FA,6,1994-01-18,31.6,NA,NA,,999,999,999,999,999.0,3304
Chris Myarick,6529,TE,FA,6,1995-10-06,29.9,NA,NA,,999,999,999,999,999.0,3305
Antoine Green,11053,WR,FA,2,1999-11-15,25.8,4373266,antoine green,,999,999,999,999,999.0,3306
Kyle Orton,388,QB,FA,10,1982-11-14,42.8,NA,NA,,999,999,999,999,999.0,3307
Maurice Ffrench,7234,WR,FA,2,1998-01-01,27.7,NA,NA,,999,999,999,999,999.0,3308
James White,1848,RB,FA,8,1992-02-03,33.6,NA,NA,,999,999,999,999,999.0,3309
Austin Watkins,7579,WR,FA,3,1998-02-16,27.5,NA,NA,,999,999,999,999,999.0,3310
Tyler Harrell,12029,WR,FA,1,2000-08-01,25.1,NA,NA,,999,999,999,999,999.0,3311
Jacob Maxwell,2124,TE,FA,1,1991-01-04,34.7,NA,NA,,999,999,999,999,999.0,3312
Khalil McClain,7580,WR,FA,1,1999-03-19,26.5,NA,NA,,999,999,999,999,999.0,3313
Al Riles,4937,WR,IND,1,1993-09-17,32.0,NA,NA,11,999,999,999,999,999.0,3314
Quentin Skinner,12907,WR,NYJ,0,,,NA,NA,9,999,999,999,999,999.0,3315
Nick Folk,650,K,NYJ,18,1984-11-05,40.8,10621,nick folk,9,999,999,999,999,999.0,3316
Alan Cross,3595,FB,FA,6,1993-07-02,32.2,NA,NA,,999,999,999,999,999.0,3317
Jerome Lane,4328,WR,FA,5,1995-03-09,30.5,NA,NA,,999,999,999,999,999.0,3318
Bishop Sankey,1937,RB,FA,6,1992-09-15,33.0,NA,NA,,999,999,999,999,999.0,3319
Tom Savage,1957,QB,FA,8,1990-04-26,35.4,NA,NA,,999,999,999,999,999.0,3320
Reggie White,6261,WR,FA,3,1996-03-10,29.5,NA,NA,,999,999,999,999,999.0,3321
Jhamon Ausbon,7582,WR,FA,1,1999-09-03,26.0,NA,NA,,999,999,999,999,999.0,3322
Kylen Granson,7602,TE,PHI,4,1998-03-27,27.4,4039160,kylen granson,9,999,444,450,999,999.0,3323
Duplicate Player,6313,WR,FA,0,1997-03-17,28.5,NA,NA,,999,999,999,999,999.0,3324
Benny Cunningham,1564,RB,FA,9,1990-07-07,35.2,NA,NA,,999,999,999,999,999.0,3325
David Martin-Robinson,12357,TE,TEN,1,1999-12-26,25.7,4360978,david martin-robinson,10,999,999,999,999,999.0,3326
Joshua Perkins,3668,TE,NYJ,6,1993-08-05,32.1,NA,NA,9,999,999,999,999,999.0,3327
Christian Trahan,11231,TE,FA,1,1998-10-22,26.9,NA,NA,,999,999,999,999,999.0,3328
Pokey Wilson,11130,WR,FA,2,1999-08-12,26.1,NA,NA,,999,999,999,999,999.0,3329
Landry Jones,1411,QB,FA,9,1989-04-04,36.4,NA,NA,,999,999,999,999,999.0,3330
Jon Brown,3805,K,FA,6,1992-12-07,32.7,NA,NA,,999,999,999,999,999.0,3331
Jordan Ellis,6318,RB,FA,3,1996-03-22,29.4,NA,NA,,999,999,999,999,999.0,3332
Lamar Miller,1048,RB,FA,10,1991-04-25,34.4,NA,NA,,999,999,999,999,999.0,3333
John Peters,2928,TE,FA,1,1992-04-29,33.3,NA,NA,,999,999,999,999,999.0,3334
Chuck Jacobs,1691,WR,FA,2,1990-05-11,35.3,NA,NA,,999,999,999,999,999.0,3335
Vincent Brown,891,WR,FA,9,1989-01-25,36.6,NA,NA,,999,999,999,999,999.0,3336
Chris Smith,11249,RB,FA,1,1999-09-08,26.0,NA,NA,,999,999,999,999,999.0,3337
Ervin Philips,5407,RB,FA,4,1995-01-18,30.6,NA,NA,,999,999,999,999,999.0,3338
Keelan Doss,6032,WR,FA,5,1996-03-21,29.4,3120980,keelan doss,,999,999,999,999,999.0,3339
Aaron Smith,7512,RB,FA,5,,,NA,NA,,999,999,999,999,999.0,3340
Jimmay Mundine,2722,TE,FA,1,1991-11-12,33.8,NA,NA,,999,999,999,999,999.0,3341
Greg Dulcich,8172,TE,MIA,3,2000-03-26,25.4,4367209,greg dulcich,12,999,999,999,999,999.0,3342
Sam Cotton,4730,TE,FA,5,1994-01-27,31.6,NA,NA,,999,999,999,999,999.0,3343
Kody Case,11359,WR,FA,1,1998-09-11,27.0,NA,NA,,999,999,999,999,999.0,3344
Jay Cutler,416,QB,FA,14,1983-04-29,42.3,NA,NA,,999,999,999,999,999.0,3345
Matt Flynn,144,QB,FA,12,1985-06-20,40.2,NA,NA,,999,999,999,999,999.0,3346
Ify Umodu,2916,WR,FA,10,1992-07-22,33.1,NA,NA,,999,999,999,999,999.0,3347
Chris Polk,1033,RB,FA,8,1989-12-16,35.7,NA,NA,,999,999,999,999,999.0,3348
Zach Evans,9222,RB,FA,2,2001-05-30,24.3,4685035,zach evans,,999,999,999,999,999.0,3349
Jonathan Adams,7613,WR,FA,1,1999-01-21,26.6,NA,NA,,999,999,999,999,999.0,3350
Josh Johnson,8222,WR,FA,2,1999-08-10,26.1,4390717,josh johnson,,999,999,999,999,999.0,3351
Jameill Showers,2784,SS,FA,5,1991-09-06,34.0,NA,NA,,999,999,999,999,999.0,3352
Geordon Porter,12093,WR,FA,1,,,NA,NA,,999,999,999,999,999.0,3353
E.J. Perry,8193,QB,FA,2,1998-01-01,27.7,NA,NA,,999,999,999,999,999.0,3354
Ryan Miller,11421,WR,TB,2,2000-02-20,25.5,4369466,ryan miller,9,999,999,999,999,999.0,3355
Chris Streveler,6778,QB,FA,3,1995-01-06,30.7,NA,NA,,999,999,999,999,999.0,3356
Josiah Deguara,7050,TE,ARI,5,1997-02-14,28.5,3914151,josiah deguara,8,999,999,999,999,999.0,3357
Briley Moore,7903,TE,FA,1,1998-01-13,27.6,NA,NA,,999,999,999,999,999.0,3358
Montell Owens,251,FB,FA,9,1984-05-04,41.3,NA,NA,,999,999,999,999,999.0,3359
Shaun Wilson,5395,RB,FA,4,1995-12-02,29.8,NA,NA,,999,999,999,999,999.0,3360
Kehinde Oginni,8706,TE,FA,2,1999-03-03,26.5,NA,NA,,999,999,999,999,999.0,3361
De'Lance Turner,5464,RB,FA,4,1995-08-23,30.0,NA,NA,,999,999,999,999,999.0,3362
Jack Plummer,12009,QB,FA,1,1999-10-21,25.9,NA,NA,,999,999,999,999,999.0,3363
Max Wittek,3551,QB,FA,9,1993-07-01,32.2,NA,NA,,999,999,999,999,999.0,3364
Brandon Bogotay,1397,K,FA,1,1989-05-08,36.3,NA,NA,,999,999,999,999,999.0,3365
Luke Lundy,2914,RB,FA,10,1988-08-23,37.0,NA,NA,,999,999,999,999,999.0,3366
Xavier Smith,11168,WR,LAR,2,1997-09-21,27.9,4386544,xavier smith,8,999,999,999,999,999.0,3367
Andrew Mevis,8775,K,FA,1,1998-10-12,26.9,NA,NA,,999,999,999,999,999.0,3368
Jeff Smith,6557,WR,FA,5,1997-04-21,28.4,NA,NA,,999,999,999,999,999.0,3369
Henry Hynoski,910,FB,FA,5,1988-12-30,36.7,NA,NA,,999,999,999,999,999.0,3370
Christian Hackenberg,3168,QB,FA,6,1995-02-14,30.5,NA,NA,,999,999,999,999,999.0,3371
Jimmie Hunt,2771,WR,FA,10,1990-09-04,35.0,NA,NA,,999,999,999,999,999.0,3372
Tajh Boyd,1850,QB,FA,1,1990-09-25,34.9,NA,NA,,999,999,999,999,999.0,3373
Drew Ogletree,8489,TE,IND,3,1998-07-28,27.1,4722908,drew ogletree,11,999,999,999,999,999.0,3374
Lamar Jordan,5239,QB,FA,4,1994-10-02,30.9,NA,NA,,999,999,999,999,999.0,3375
Kyle Coleman,3891,FB,FA,6,1993-09-30,31.9,NA,NA,,999,999,999,999,999.0,3376
Dennis Houston,8801,WR,TB,3,1999-04-24,26.4,4572786,dennis houston,9,999,999,999,999,999.0,3377
Kye Robichaux,12954,RB,DET,0,2002-10-06,22.9,NA,NA,8,999,999,999,999,999.0,3378
Ra'Shaun Henry,8571,WR,FA,2,1998-02-04,27.6,NA,NA,,999,999,999,999,999.0,3379
Javorius Allen,2430,RB,FA,7,1991-08-27,34.0,NA,NA,,999,999,999,999,999.0,3380
Michael Wiley,11943,RB,FA,1,2001-11-10,23.8,4569156,michael wiley,,999,999,999,999,999.0,3381
Deion Burks,12458,WR,FA,0,,,NA,NA,,999,999,999,999,999.0,3382
LaDainian Tomlinson,654,RB,FA,11,1979-06-23,46.2,NA,NA,,999,999,999,999,999.0,3383
Dallas Daniels,11438,WR,FA,1,,,NA,NA,,999,999,999,999,999.0,3384
Isaac Whitney,4451,WR,ARI,5,1994-06-22,31.2,NA,NA,8,999,999,999,999,999.0,3385
Jamize Olawale,1308,FB,FA,10,1989-04-17,36.4,NA,NA,,999,999,999,999,999.0,3386
BenJarvus Green-Ellis,5820,RB,FA,14,1985-07-02,40.2,NA,NA,,999,999,999,999,999.0,3387
Austin Allen,5286,QB,FA,4,1994-08-21,31.0,NA,NA,,999,999,999,999,999.0,3388
Kevin Norwood,2276,WR,FA,6,1989-09-23,35.9,NA,NA,,999,999,999,999,999.0,3389
Jerrion Ealy,8120,RB,FA,1,2000-08-19,25.0,NA,NA,,999,999,999,999,999.0,3390
Josh Stewart,1938,WR,FA,2,1992-10-22,32.9,NA,NA,,999,999,999,999,999.0,3391
Brice Butler,1471,WR,FA,9,1990-01-29,35.6,NA,NA,,999,999,999,999,999.0,3392
Carter Bradley,11851,QB,FA,1,2000-03-09,25.5,NA,NA,,999,999,999,999,999.0,3393
Brandon Myers,397,TE,FA,11,1985-09-04,40.0,NA,NA,,999,999,999,999,999.0,3394
Parker Romo,8670,K,FA,2,1997-08-24,28.0,4051167,parker romo,,999,999,999,999,999.0,3395
Joey Slye,6528,K,TEN,6,1996-04-10,29.4,3124084,joey slye,10,999,999,999,999,999.0,3396
Samori Toure,8235,WR,FA,3,1998-03-24,27.4,4027873,samori toure,,999,999,999,999,999.0,3397
Carter Runyon,13122,TE,LV,0,,,NA,NA,8,999,999,999,999,999.0,3398
MyCole Pruitt,2446,TE,FA,10,1992-03-24,33.4,2508256,mycole pruitt,,999,999,999,999,999.0,3399
Bryan Bennett,2567,QB,FA,10,1992-03-06,33.5,NA,NA,,999,999,999,999,999.0,3400
Garett Maag,11528,WR,FA,1,2000-01-01,25.7,NA,NA,,999,999,999,999,999.0,3401
Marcus Rosemy-Jacksaint,11946,WR,FA,1,2002-01-08,23.6,NA,NA,,999,999,999,999,999.0,3402
Nolan Henderson,11388,QB,FA,1,1998-06-26,27.2,NA,NA,,999,999,999,999,999.0,3403
Charles Jones,6591,TE,FA,3,1996-08-05,29.1,NA,NA,,999,999,999,999,999.0,3404
Chris Rowland,7175,WR,FA,2,1997-12-19,27.7,NA,NA,,999,999,999,999,999.0,3405
Jordan Norwood,769,WR,FA,11,1986-09-28,38.9,NA,NA,,999,999,999,999,999.0,3406
De'Mard Llorens,4774,RB,FA,5,1994-02-01,31.6,NA,NA,,999,999,999,999,999.0,3407
Troymaine Pope,3934,RB,FA,6,1993-11-26,31.8,NA,NA,,999,999,999,999,999.0,3408
Brandon Williams,3653,TE,FA,7,1987-10-12,37.9,NA,NA,,999,999,999,999,999.0,3409
Cooper Helfet,1715,TE,FA,8,1989-06-02,36.2,NA,NA,,999,999,999,999,999.0,3410
Courtney Jackson,12772,WR,SEA,0,,,NA,NA,8,999,999,999,999,999.0,3411
Wendall Williams,3552,WR,FA,6,1990-09-18,35.0,NA,NA,,999,999,999,999,999.0,3412
Derek Wright,8570,WR,FA,2,1998-08-13,27.1,NA,NA,,999,999,999,999,999.0,3413
Vonta Leach,63,RB,FA,9,1981-11-06,43.8,NA,NA,,999,999,999,999,999.0,3414
Bam Knight,8122,RB,ARI,3,2001-04-11,24.4,4427728,bam knight,8,999,999,999,999,999.0,3415
DJ Smith,933,K,FA,3,1989-02-24,36.5,NA,NA,,999,999,999,999,999.0,3416
Danny Etling,5120,QB,FA,5,1994-07-22,31.1,NA,NA,,999,999,999,999,999.0,3417
Trindon Holliday,1003,WR,FA,6,1986-04-27,39.3,NA,NA,,999,999,999,999,999.0,3418
Chris Givens,1201,WR,FA,8,1989-12-06,35.7,NA,NA,,999,999,999,999,999.0,3419
Jerod Evans,4853,QB,FA,5,1994-01-16,31.6,NA,NA,,999,999,999,999,999.0,3420
Jason Croom,4536,TE,FA,5,1994-02-28,31.5,NA,NA,,999,999,999,999,999.0,3421
Quartney Davis,6879,WR,FA,2,1998-04-07,27.4,NA,NA,,999,999,999,999,999.0,3422
Chris Gragg,1347,TE,FA,7,1990-06-30,35.2,NA,NA,,999,999,999,999,999.0,3423
Princeton Fant,11508,TE,DAL,2,1999-03-11,26.5,4242442,princeton fant,10,999,999,999,999,999.0,3424
LaQuvionte Gonzalez,5427,WR,FA,4,1993-09-28,31.9,NA,NA,,999,999,999,999,999.0,3425
Jaydon Mickens,3852,WR,FA,8,1994-04-21,31.4,NA,NA,,999,999,999,999,999.0,3426
LeGarrette Blount,730,RB,FA,12,1986-12-05,38.7,NA,NA,,999,999,999,999,999.0,3427
Timothy Wright,1635,TE,FA,7,1990-04-07,35.4,NA,NA,,999,999,999,999,999.0,3428
Miles Shuler,3858,WR,FA,0,1993-09-26,31.9,NA,NA,,999,999,999,999,999.0,3429
Daniel Marx,5240,FB,FA,4,1995-10-07,29.9,NA,NA,,999,999,999,999,999.0,3430
Tom Flacco,7099,QB,FA,0,1994-11-02,30.8,NA,NA,,999,999,999,999,999.0,3431
Ross Scheuerman,2981,RB,FA,10,1993-03-05,32.5,NA,NA,,999,999,999,999,999.0,3432
Quincy Adeboyejo,4342,WR,FA,5,1995-05-26,30.3,NA,NA,,999,999,999,999,999.0,3433
Quron Pratt,1801,WR,FA,1,1991-04-25,34.4,NA,NA,,999,999,999,999,999.0,3434
Josh Pearson,7452,WR,FA,2,1997-06-13,28.2,NA,NA,,999,999,999,999,999.0,3435
Ray Lawry,5252,RB,FA,4,1996-09-10,29.0,NA,NA,,999,999,999,999,999.0,3436
Jordan Murray,11493,TE,FA,2,2000-04-20,25.4,NA,NA,,999,999,999,999,999.0,3437
Bear Pascoe,502,TE,FA,11,1986-02-23,39.5,NA,NA,,999,999,999,999,999.0,3438
Markese Stepp,12341,RB,FA,1,2000-02-11,25.6,NA,NA,,999,999,999,999,999.0,3439
Jake Roh,5246,TE,FA,4,1994-09-24,30.9,NA,NA,,999,999,999,999,999.0,3440
Maurice Jones-Drew,293,RB,FA,9,1985-03-23,40.4,NA,NA,,999,999,999,999,999.0,3441
Miles Austin,122,WR,FA,14,1984-06-30,41.2,NA,NA,,999,999,999,999,999.0,3442
Jimmy Williams,5254,WR,FA,4,1995-02-24,30.5,NA,NA,,999,999,999,999,999.0,3443
Thomas Howard,245,K,FA,8,1983-07-14,42.1,NA,NA,,999,999,999,999,999.0,3444
Kolby Listenbee,3348,WR,FA,6,1994-01-25,31.6,NA,NA,,999,999,999,999,999.0,3445
Ed Eagan,3701,WR,FA,6,1993-06-19,32.2,NA,NA,,999,999,999,999,999.0,3446
Keith Ford,5624,RB,FA,4,1994-04-18,31.4,NA,NA,,999,999,999,999,999.0,3447
Harrison Bryant,6850,TE,HOU,5,1998-04-23,27.4,4040774,harrison bryant,6,999,431,450,999,999.0,3448
Tristan Vizcaino,5823,K,FA,4,1996-07-31,29.1,NA,NA,,999,999,999,999,999.0,3449
Alstevis Squirewell,3811,RB,FA,9,1992-09-17,33.0,NA,NA,,999,999,999,999,999.0,3450
Derrick Dillon,7100,WR,FA,2,1995-10-28,29.8,NA,NA,,999,999,999,999,999.0,3451
Greg Little,835,WR,FA,9,1989-05-30,36.3,NA,NA,,999,999,999,999,999.0,3452
Charlie Kolar,8127,TE,BAL,3,1999-02-10,26.6,4241263,charlie kolar,7,999,999,999,999,999.0,3453
Zach Hocker,2094,K,FA,6,1991-08-23,34.0,NA,NA,,999,999,999,999,999.0,3454
Glenn Gronkowski,3509,FB,FA,6,1993-03-25,32.4,NA,NA,,999,999,999,999,999.0,3455
Lawrence Keys,12001,WR,FA,1,1999-12-09,25.7,NA,NA,,999,999,999,999,999.0,3456
James Turner,12156,K,FA,1,2000-11-22,24.8,NA,NA,,999,999,999,999,999.0,3457
John Lunsford,3574,K,FA,9,1993-11-14,31.8,NA,NA,,999,999,999,999,999.0,3458
Dylan Cantrell,5103,TE,FA,4,1994-06-29,31.2,NA,NA,,999,999,999,999,999.0,3459
Sterling Shepard,3200,WR,TB,9,1993-02-10,32.6,2976592,sterling shepard,9,999,999,999,999,999.0,3460
Dre Miller,8760,TE,FA,2,1998-04-18,27.4,NA,NA,,999,999,999,999,999.0,3461
Josh Lambo,2671,K,FA,7,1990-11-19,34.8,NA,NA,,999,999,999,999,999.0,3462
Kerrith Whyte,6175,RB,GB,3,1996-10-31,28.8,NA,NA,5,999,999,999,999,999.0,3463
Austin Traylor,3878,TE,FA,6,1993-09-03,32.0,NA,NA,,999,999,999,999,999.0,3464
Tyler Kroft,2390,TE,FA,9,1992-10-15,32.9,2582410,tyler kroft,,999,999,999,999,999.0,3465
T.J. Yeldon,2341,RB,FA,7,1993-10-02,31.9,NA,NA,,999,999,999,999,999.0,3466
Dare Ogunbowale,4718,RB,HOU,8,1994-05-04,31.3,2983509,dare ogunbowale,6,999,999,999,999,999.0,3467
Blake Haubeil,7855,K,FA,1,,,NA,NA,,999,999,999,999,999.0,3468
Ihmir Smith-Marsette,7559,WR,NYG,4,1999-08-29,26.0,4240573,ihmir smith-marsette,14,999,999,999,999,999.0,3469
Milton Wright,11536,WR,FA,1,2000-09-28,24.9,NA,NA,,999,999,999,999,999.0,3470
Blake Jackson,5779,WR,FA,4,1994-03-07,31.5,NA,NA,,999,999,999,999,999.0,3471
Jay Lee,3520,WR,FA,9,1993-06-29,32.2,NA,NA,,999,999,999,999,999.0,3472
Malcolm Brown,2588,RB,FA,8,1993-05-15,32.3,NA,NA,,999,999,999,999,999.0,3473
Kyle Brindza,2649,K,FA,5,1993-01-13,32.6,NA,NA,,999,999,999,999,999.0,3474
George Aston,6435,FB,FA,3,1996-02-01,29.6,NA,NA,,999,999,999,999,999.0,3475
Eldridge Massington,5744,WR,NO,1,1995-01-26,30.6,NA,NA,11,999,999,999,999,999.0,3476
Terrell Jennings,12412,RB,NE,1,2001-03-01,24.5,4427600,terrell jennings,14,999,999,999,999,999.0,3477
Kevin Austin,8200,WR,NO,3,2000-03-30,25.4,4372758,kevin austin,11,999,999,999,999,999.0,3478
Rashad Jennings,380,RB,FA,11,1985-03-26,40.4,NA,NA,,999,999,999,999,999.0,3479
Scott Tolzien,896,QB,FA,9,1987-09-04,38.0,NA,NA,,999,999,999,999,999.0,3480
Lance McCutcheon,8745,WR,FA,3,1999-02-28,26.5,4247812,lance mccutcheon,,999,999,999,999,999.0,3481
Jeff Cotton,7319,WR,FA,3,1997-04-17,28.4,NA,NA,,999,999,999,999,999.0,3482
Max McCaffrey,3840,WR,FA,6,1994-05-17,31.3,NA,NA,,999,999,999,999,999.0,3483
Khari Lee,2686,TE,FA,7,1992-01-16,33.6,NA,NA,,999,999,999,999,999.0,3484
Raheem Blackshear,8255,RB,FA,3,1998-06-05,27.2,4259308,raheem blackshear,,999,999,999,999,999.0,3485
Greg Jennings,264,WR,FA,14,1983-09-21,41.9,NA,NA,,999,999,999,999,999.0,3486
Tony Jones,2639,WR,FA,10,1992-03-21,33.4,4046676,tony jones,,999,999,999,999,999.0,3487
Slade Bolden,8191,WR,FA,2,1999-01-26,26.6,NA,NA,,999,999,999,999,999.0,3488
Michael Egnew,1256,TE,FA,3,1989-11-01,35.8,NA,NA,,999,999,999,999,999.0,3489
Alonzo Harris,2766,RB,FA,5,1992-11-09,32.8,NA,NA,,999,999,999,999,999.0,3490
Terrance West,1912,RB,FA,6,1991-01-28,34.6,NA,NA,,999,999,999,999,999.0,3491
Tanner Mordecai,11924,QB,FA,1,1999-11-08,25.8,NA,NA,,999,999,999,999,999.0,3492
Devon Johnson,3412,RB,FA,6,1993-07-28,32.1,NA,NA,,999,999,999,999,999.0,3493
Luke Benson,11862,TE,FA,1,2001-04-26,24.4,NA,NA,,999,999,999,999,999.0,3494
Andre Lindsey,6617,WR,FA,3,,,NA,NA,,999,999,999,999,999.0,3495
Steve Smith,169,WR,FA,19,1979-05-12,46.3,NA,NA,,999,999,999,999,999.0,3496
Joe Walker,6727,WR,FA,3,1996-01-12,29.6,NA,NA,,999,999,999,999,999.0,3497
Derrick Johnson,1842,WR,FA,11,1991-07-06,34.2,NA,NA,,999,999,999,999,999.0,3498
Robert Hughes,1292,FB,FA,3,1989-05-10,36.3,NA,NA,,999,999,999,999,999.0,3499
Malik Davis,8800,RB,DAL,3,1998-11-26,26.8,4240603,malik davis,10,999,999,999,999,999.0,3500
Bruce Gradkowski,393,QB,FA,11,1983-01-27,42.6,NA,NA,,999,999,999,999,999.0,3501
Anthony Firkser,4435,TE,FA,8,1995-02-19,30.5,3049698,anthony firkser,,999,999,999,999,999.0,3502
Dallas Clark,5,TE,FA,11,1979-06-12,46.2,NA,NA,,999,999,999,999,999.0,3503
Taiwan Deal,6106,RB,FA,0,,,NA,NA,,999,999,999,999,999.0,3504
Andy Janovich,3332,FB,FA,6,1993-05-23,32.3,NA,NA,,999,999,999,999,999.0,3505
Luke Grimm,12803,WR,LAC,0,2001-08-08,24.1,NA,NA,12,999,999,999,999,999.0,3506
Sam Hartman,11558,QB,WAS,1,1999-07-29,26.1,NA,NA,12,999,999,999,999,999.0,3507
Eric Weems,130,WR,FA,13,1985-07-04,40.2,NA,NA,,999,999,999,999,999.0,3508
JC Copeland,2060,FB,FA,1,1991-07-21,34.1,NA,NA,,999,999,999,999,999.0,3509
Talolo Limi-Jones,8573,WR,FA,1,1997-11-16,27.8,NA,NA,,999,999,999,999,999.0,3510
Orson Charles,1065,TE,FA,10,1991-01-27,34.6,NA,NA,,999,999,999,999,999.0,3511
Mychal Rivera,1477,TE,FA,7,1990-09-08,35.0,NA,NA,,999,999,999,999,999.0,3512
Xavier Johnson,11969,WR,FA,1,1999-05-11,26.3,NA,NA,,999,999,999,999,999.0,3513
Luke McCown,248,QB,FA,18,1981-07-12,44.1,NA,NA,,999,999,999,999,999.0,3514
De'Veon Smith,4398,RB,FA,5,1994-11-08,30.8,NA,NA,,999,999,999,999,999.0,3515
Devin Street,2074,WR,FA,6,1991-03-30,34.4,NA,NA,,999,999,999,999,999.0,3516
Laquon Treadwell,3155,WR,IND,9,1995-06-14,30.2,3051889,laquon treadwell,11,999,999,999,999,999.0,3517
Walter Powell,2247,WR,FA,6,1991-11-23,33.8,NA,NA,,999,999,999,999,999.0,3518
Keshawn Hill,2927,RB,FA,10,1993-03-17,32.5,NA,NA,,999,999,999,999,999.0,3519
Griff Whalen,1247,WR,FA,8,1990-03-01,35.5,NA,NA,,999,999,999,999,999.0,3520
Travis Homer,6012,RB,CHI,6,1998-08-07,27.1,4037457,travis homer,5,999,999,999,999,999.0,3521
Demaryius Thomas,560,WR,FA,12,1987-12-25,37.7,NA,NA,,999,999,999,999,999.0,3522
Master Teague,8149,RB,FA,2,2000-05-19,25.3,NA,NA,,999,999,999,999,999.0,3523
James O'Shaughnessy,2476,TE,FA,8,1992-01-14,33.6,NA,NA,,999,999,999,999,999.0,3524
Ka'Deem Carey,2104,RB,FA,6,1992-10-30,32.8,NA,NA,,999,999,999,999,999.0,3525
Ryan Broyles,1154,WR,FA,4,1988-04-09,37.4,NA,NA,,999,999,999,999,999.0,3526
Taquan Mizzell,4349,RB,NYG,5,1993-10-21,31.9,NA,NA,14,999,999,999,999,999.0,3527
Shaun Draughn,913,RB,FA,9,1987-12-07,37.7,NA,NA,,999,999,999,999,999.0,3528
Dan Vitale,3353,FB,FA,6,1993-10-26,31.9,NA,NA,,999,999,999,999,999.0,3529
Rob Housler,971,TE,FA,9,1988-03-17,37.5,NA,NA,,999,999,999,999,999.0,3530
Jalen Reagor,6798,WR,LAC,5,1999-01-02,26.7,4241802,jalen reagor,12,999,999,999,999,999.0,3531
Kent Taylor,4861,TE,FA,4,1993-11-29,31.8,NA,NA,,999,999,999,999,999.0,3532
Justin Hall,8441,WR,FA,3,1999-01-29,26.6,NA,NA,,999,999,999,999,999.0,3533
Spencer Schnell,6593,WR,FA,3,1994-12-07,30.7,NA,NA,,999,999,999,999,999.0,3534
C.J. Worton,6359,WR,FA,3,1996-01-30,29.6,NA,NA,,999,999,999,999,999.0,3535
Kirk Merritt,7351,WR,FA,3,1997-01-05,28.7,3915145,kirk merritt,,999,999,999,999,999.0,3536
Vick Ballard,1106,RB,FA,8,1990-07-16,35.1,NA,NA,,999,999,999,999,999.0,3537
Paul Butler,5588,TE,FA,5,1993-04-26,32.4,NA,NA,,999,999,999,999,999.0,3538
Josh Reese,2905,WR,FA,10,1991-01-03,34.7,NA,NA,,999,999,999,999,999.0,3539
Ramon Jefferson,12402,RB,FA,1,2000-01-10,25.6,NA,NA,,999,999,999,999,999.0,3540
Jace Davis,1867,WR,FA,1,1991-08-22,34.0,NA,NA,,999,999,999,999,999.0,3541
Shane Zylstra,8041,TE,DET,4,1996-11-16,28.8,4608362,shane zylstra,8,999,999,999,999,999.0,3542
Myles White,1765,WR,FA,7,1990-03-30,35.4,NA,NA,,999,999,999,999,999.0,3543
D.J. Williams,11989,RB,FA,1,1999-11-15,25.8,4567216,dj williams,,999,999,999,999,999.0,3544
Kerwynn Williams,1441,RB,FA,7,1991-06-09,34.2,NA,NA,,999,999,999,999,999.0,3545
Jerry Lovelocke,2557,QB,FA,10,1992-10-08,32.9,NA,NA,,999,999,999,999,999.0,3546
Ryan Davis,6036,WR,FA,3,1997-04-12,28.4,NA,NA,,999,999,999,999,999.0,3547
Jalan McClendon,6596,QB,FA,3,,,NA,NA,,999,999,999,999,999.0,3548
Marquez North,3464,WR,FA,6,1995-04-21,30.4,NA,NA,,999,999,999,999,999.0,3549
Tre Nixon,7546,WR,FA,3,1998-01-26,27.6,NA,NA,,999,999,999,999,999.0,3550
Sean Renfree,1544,QB,FA,7,1990-04-28,35.3,NA,NA,,999,999,999,999,999.0,3551
Armanti Foreman,5401,WR,FA,4,,,NA,NA,,999,999,999,999,999.0,3552
Joshua Cephus,12114,WR,JAC,1,2001-03-05,24.5,4426893,joshua cephus,8,999,999,999,999,999.0,3553
Henry Poggi,5586,FB,FA,4,1994-08-09,31.1,NA,NA,,999,999,999,999,999.0,3554
Pig Howard,4805,WR,FA,5,1993-03-09,32.5,NA,NA,,999,999,999,999,999.0,3555
Toriano Clinton,11538,RB,FA,1,,,NA,NA,,999,999,999,999,999.0,3556
Elijhaa Penny,3803,RB,FA,6,1993-08-17,32.0,NA,NA,,999,999,999,999,999.0,3557
Pete Guerriero,7079,RB,FA,2,1998-07-13,27.1,NA,NA,,999,999,999,999,999.0,3558
Luis Perez,5709,QB,FA,6,1994-08-26,31.0,NA,NA,,999,999,999,999,999.0,3559
Jonathan Krause,1906,WR,FA,6,1992-01-18,33.6,NA,NA,,999,999,999,999,999.0,3560
Jacob Breeland,7015,TE,FA,2,1996-09-20,28.9,NA,NA,,999,999,999,999,999.0,3561
Nikko Remigio,11320,WR,KC,2,1999-11-04,25.8,4372716,nikko remigio,10,999,999,999,999,999.0,3562
